"Zhang Youxia sentenced to prison before 2027?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 4:45PM-5:00PM ET","","","",""
"Senate Democratic votes for government funding bill?","","","","","","","","","","","","Ethereum Up or Down - January 29, 4:45PM-5:00PM ET","","","",""
"Will Russia capture Kupiansk-Vuzlovyi by...?","","","","","","","","","","","","Solana Up or Down - January 29, 4:30PM-4:45PM ET","","","",""
"Will Russia capture Drobysheve by February 28?","","","","","","","","","","","","Ethereum Up or Down - January 29, 4:30PM-4:45PM ET","","","",""
"Will Russia capture Havrylivka by February 28?","","","","","","","","","","","","XRP Up or Down - January 29, 4:30PM-4:45PM ET","","","",""
"Will Russia enter Rai-Oleksandrivka by February 28?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 4:30PM-4:45PM ET","","","",""
"Will Russia enter Ternuvate by February 28?","","","","","","","","","","","","Solana Up or Down - January 29, 4:15PM-4:30PM ET","","","",""
"Will Russia enter Bilytske by February 28?","","","","","","","","","","","","XRP Up or Down - January 29, 4:15PM-4:30PM ET","","","",""
"Will Russia enter Kupiansk-Vuzlovyi by February 28?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 4:15PM-4:30PM ET","","","",""
"What will the U.S./Israel target in Iran by February 28?","","","","","","","","","","","","Ethereum Up or Down - January 29, 4:15PM-4:30PM ET","","","",""
"Will Russia enter Havrylivka by February 28?","","","","","","","","","","","","XRP Up or Down - January 29, 4:00PM-8:00PM ET","","","",""
"Will Russia capture Rodynske by...?","","","","","","","","","","","","Solana Up or Down - January 29, 4:00PM-4:15PM ET","","","",""
"Will Russia capture all of Pokrovsk by...?","","","","","","","","","","","","Solana Up or Down - January 29, 4:00PM-8:00PM ET","","","",""
"Will Trump meet with Putin again by...?","","","","","","","","","","","","XRP Up or Down - January 29, 4:00PM-4:15PM ET","","","",""
"2026 Colombian Senate Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 4:00PM-4:15PM ET","","","",""
"2027 French Presidential Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 4:00PM-8:00PM ET","","","",""
"2026 Seoul Mayoral Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 4:00PM-4:15PM ET","","","",""
"Louisiana Democratic Senate Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 4:00PM-8:00PM ET","","","",""
"Louisiana Republican Senate Primary Winner","","","","","","","","","","","","XRP Up or Down - January 30, 4PM ET","","","",""
"Oklahoma Democratic Senate Primary Winner","","","","","","","","","","","","Solana Up or Down - January 30, 4PM ET","","","",""
"NC-04 Democratic Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 4PM ET","","","",""
"NY-13 Democratic Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 4PM ET","","","",""
"NY-06 Democratic Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 3:45PM-4:00PM ET","","","",""
"MI-13 Democratic Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 3:45PM-4:00PM ET","","","",""
"IL-08 Democratic Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 3:45PM-4:00PM ET","","","",""
"Wisconsin Governor Republican Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 3:45PM-4:00PM ET","","","",""
"Michigan Governor Democratic Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 3:30PM-3:45PM ET","","","",""
"Wisconsin Governor Democratic Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 3:30PM-3:45PM ET","","","",""
"Vermont Governor Republican Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 3:30PM-3:45PM ET","","","",""
"Vermont Governor Democratic Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 3:30PM-3:45PM ET","","","",""
"Massachusetts Governor Republican Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 3:15PM-3:30PM ET","","","",""
"Texas Governor Democratic Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 3:15PM-3:30PM ET","","","",""
"Texas Governor Republican Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 3:15PM-3:30PM ET","","","",""
"Maryland Governor Republican Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 3:15PM-3:30PM ET","","","",""
"Tennessee Governor Democratic Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 3:00PM-3:15PM ET","","","",""
"Tennessee Governor Republican Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 3:00PM-3:15PM ET","","","",""
"South Dakota Governor Republican Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 3:00PM-3:15PM ET","","","",""
"South Carolina Governor Republican Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 3:00PM-3:15PM ET","","","",""
"South Carolina Governor Democratic Primary Winner","","","","","","","","","","","","XRP Up or Down - January 30, 3PM ET","","","",""
"Rhode Island Governor Republican Primary Winner","","","","","","","","","","","","Solana Up or Down - January 30, 3PM ET","","","",""
"Rhode Island Governor Democratic Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 3PM ET","","","",""
"Oregon Governor Republican Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 3PM ET","","","",""
"Who will advance from the California Governor primary?","","","","","","","","","","","","Solana Up or Down - January 29, 2:45PM-3:00PM ET","","","",""
"Oklahoma Governor Republican Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 2:45PM-3:00PM ET","","","",""
"Oklahoma Governor Democratic Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 2:45PM-3:00PM ET","","","",""
"Arkansas Governor Democratic Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 2:45PM-3:00PM ET","","","",""
"New York Governor Republican Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 2:30PM-2:45PM ET","","","",""
"New Mexico Governor Republican Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 2:30PM-2:45PM ET","","","",""
"New Mexico Governor Democratic Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 2:30PM-2:45PM ET","","","",""
"New Hampshire Governor Democratic Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 2:30PM-2:45PM ET","","","",""
"New Hampshire Governor Republican Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 2:15PM-2:30PM ET","","","",""
"Nevada Governor Democratic Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 2:15PM-2:30PM ET","","","",""
"Nebraska Governor Republican Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 2:15PM-2:30PM ET","","","",""
"Arizona Governor Republican Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 2:15PM-2:30PM ET","","","",""
"NY-19 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 2:00PM-2:15PM ET","","","",""
"NY-18 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 2:00PM-2:15PM ET","","","",""
"NY-17 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 2:00PM-2:15PM ET","","","",""
"NY-04 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 2:00PM-2:15PM ET","","","",""
"NC-04 Democratic Primary Winner","","","","","","","","","","","","XRP Up or Down - January 30, 2PM ET","","","",""
"NY-03 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 2PM ET","","","",""
"NM-02 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 30, 2PM ET","","","",""
"NJ-09 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 2PM ET","","","",""
"NJ-07 House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 1:45PM-2:00PM ET","","","",""
"NJ-05 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 1:45PM-2:00PM ET","","","",""
"NH-02 House Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 1:45PM-2:00PM ET","","","",""
"NH-01 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 1:45PM-2:00PM ET","","","",""
"NV-04 House Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 1:30PM-1:45PM ET","","","",""
"NV-03 House Election Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 1:30PM-1:45PM ET","","","",""
"Will Trump meet with Delcy Rodríguez by...?","","","","","","","","","","","","Solana Up or Down - January 29, 1:30PM-1:45PM ET","","","",""
"Insurrection Act invoked by...?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 1:30PM-1:45PM ET","","","",""
"Mahmoud Abbas out as Palestinian President by...?","","","","","","","","","","","","Solana Up or Down - January 29, 1:15PM-1:30PM ET","","","",""
"Will Israel strike Greater Beirut by...?","","","","","","","","","","","","XRP Up or Down - January 29, 1:15PM-1:30PM ET","","","",""
"Nothing Ever Happens: US Strike Edition","","","","","","","","","","","","Ethereum Up or Down - January 29, 1:15PM-1:30PM ET","","","",""
"Will the U.S. invade Mexico in 2026?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 1:15PM-1:30PM ET","","","",""
"Viktor Orbán out in 2026?","","","","","","","","","","","","XRP Up or Down - January 29, 1:00PM-1:15PM ET","","","",""
"Will Israel annex any territory by December 31?","","","","","","","","","","","","Solana Up or Down - January 29, 1:00PM-1:15PM ET","","","",""
"Erdoğan out by end of 2026?","","","","","","","","","","","","Ethereum Up or Down - January 29, 1:00PM-1:15PM ET","","","",""
"Zelenskyy out as Ukraine president by end of 2026?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 1:00PM-1:15PM ET","","","",""
"Netanyahu out by end of 2026?","","","","","","","","","","","","XRP Up or Down - January 30, 1PM ET","","","",""
"Russia x Ukraine ceasefire by end of 2026?","","","","","","","","","","","","Solana Up or Down - January 30, 1PM ET","","","",""
"Will China invade Taiwan by end of 2026?","","","","","","","","","","","","Ethereum Up or Down - January 30, 1PM ET","","","",""
"Next Prime Minister of Hungary","","","","","","","","","","","","Bitcoin Up or Down - January 30, 1PM ET","","","",""
"Will Trump pardon Ghislaine Maxwell by end of 2026?","","","","","","","","","","","","Will GRVT launch a token by ___?","","","",""
"Will Trump resign by December 31, 2026?","","","","","","","","","","","","Solana Up or Down - January 29, 12:45PM-1:00PM ET","","","",""
"Trump impeached by end of 2026?","","","","","","","","","","","","XRP Up or Down - January 29, 12:45PM-1:00PM ET","","","",""
"Any US state legislature votes on secession by June 30, 2026?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 12:45PM-1:00PM ET","","","",""
"Who will Trump endorse?","","","","","","","","","","","","Ethereum Up or Down - January 29, 12:45PM-1:00PM ET","","","",""
"Who will Bernie endorse?","","","","","","","","","","","","XRP Up or Down - January 29, 12:30PM-12:45PM ET","","","",""
"Nuclear weapon detonation by...?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 12:30PM-12:45PM ET","","","",""
"Russian strike on Poland by...?","","","","","","","","","","","","Ethereum Up or Down - January 29, 12:30PM-12:45PM ET","","","",""
"Lisa Cook out as Fed Governor by...?","","","","","","","","","","","","Solana Up or Down - January 29, 12:30PM-12:45PM ET","","","",""
"Israel x Syria security agreement by...?","","","","","","","","","","","","Solana Up or Down - January 29, 12:15PM-12:30PM ET","","","",""
"Will Russia capture Rodynske by...?","","","","","","","","","","","","Ethereum Up or Down - January 29, 12:15PM-12:30PM ET","","","",""
"Will Russia capture all of Pokrovsk by...?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 12:15PM-12:30PM ET","","","",""
"Will Trump meet with Putin again by...?","","","","","","","","","","","","XRP Up or Down - January 29, 12:15PM-12:30PM ET","","","",""
"Trump announces Fed Chair nominee by...?","","","","","","","","","","","","Solana Up or Down - January 29, 12:00PM-4:00PM ET","","","",""
"Will Russia capture Lyman by...?","","","","","","","","","","","","Solana Up or Down - January 29, 12:00PM-12:15PM ET","","","",""
"US recognize Somaliland by...?","","","","","","","","","","","","XRP Up or Down - January 29, 12:00PM-12:15PM ET","","","",""
"Taiwanese Premier Cho Jung-tai out by...?","","","","","","","","","","","","XRP Up or Down - January 29, 12:00PM-4:00PM ET","","","",""
"Russia x Ukraine ceasefire by June 30, 2026?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 12:00PM-4:00PM ET","","","",""
"Hezbollah strike on Israel by January 31?","","","","","","","","","","","","Ethereum Up or Down - January 29, 12:00PM-4:00PM ET","","","",""
"Houthi strike on Israel by January 31?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 12:00PM-12:15PM ET","","","",""
"Trump drops Powell investigation by February 28?","","","","","","","","","","","","Ethereum Up or Down - January 29, 12:00PM-12:15PM ET","","","",""
"Blue tsunami in 2026?","","","","","","","","","","","","XRP above ___ on February 4?","","","",""
"Will Greenland vote for independence in 2026?","","","","","","","","","","","","XRP price on February 4?","","","",""
"Ukraine strikes another tanker in Black Sea by...?","","","","","","","","","","","","Solana above ___ on February 4?","","","",""
"Will Trump try to Fire Powell by January 31?","","","","","","","","","","","","Solana price on February 4?","","","",""
"Trump invokes War Powers against Iran by...?","","","","","","","","","","","","XRP Up or Down on January 30?","","","",""
"Iran agrees to end enrichment of uranium by March 31?","","","","","","","","","","","","XRP Up or Down - January 30, 12PM ET","","","",""
"North Korea missile launch by February 14?","","","","","","","","","","","","Bitcoin above ___ on February 4?","","","",""
"Will Russia capture Havrylivka by February 28?","","","","","","","","","","","","Solana Up or Down on January 30?","","","",""
"Will Russia enter Havrylivka by February 28?","","","","","","","","","","","","Ethereum price on February 4?","","","",""
"Will Russia enter Rai-Oleksandrivka by February 28?","","","","","","","","","","","","Solana Up or Down - January 30, 12PM ET","","","",""
"Will Russia enter Ternuvate by February 28?","","","","","","","","","","","","Ethereum Up or Down - January 30, 12PM ET","","","",""
"Will Russia enter Bilytske by February 28?","","","","","","","","","","","","Ethereum Up or Down on January 30?","","","",""
"Hezbollah strike on Israel by February 28?","","","","","","","","","","","","Bitcoin price on February 4?","","","",""
"What will Karoline Leavitt say during the next White House press briefing?","","","","","","","","","","","","Ethereum above ___ on February 4?","","","",""
"US anti-cartel ground operation in Mexico by January 31?","","","","","","","","","","","","Bitcoin Up or Down - January 30, 12PM ET","","","",""
"Will Trump visit China by...?","","","","","","","","","","","","Bitcoin Up or Down on January 30?","","","",""
"Will China blockade Taiwan by June 30?","","","","","","","","","","","","XRP Up or Down - January 29, 11:45AM-12:00PM ET","","","",""
"Which candidates will advance to Brazil's presidential runoff?","","","","","","","","","","","","Ethereum Up or Down - January 29, 11:45AM-12:00PM ET","","","",""
"Will any presidential candidate win outright in the first round of the Brazil election?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:45AM-12:00PM ET","","","",""
"Brazil Presidential Election","","","","","","","","","","","","Solana Up or Down - January 29, 11:45AM-12:00PM ET","","","",""
"Sweden Parliamentary Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 11:30AM-11:45AM ET","","","",""
"Turnout in 2026 Costa Rica Presidential Election First Round","","","","","","","","","","","","Solana Up or Down - January 29, 11:30AM-11:45AM ET","","","",""
"Will Don Lemon be criminally charged?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:30AM-11:45AM ET","","","",""
"Japan General Election Winner?","","","","","","","","","","","","Ethereum Up or Down - January 29, 11:30AM-11:45AM ET","","","",""
"Santa Cruz Governor Election Winner (Bolivia)","","","","","","","","","","","","Solana Up or Down - January 29, 11:15AM-11:30AM ET","","","",""
"La Paz Governor Election Winner (Bolivia)","","","","","","","","","","","","XRP Up or Down - January 29, 11:15AM-11:30AM ET","","","",""
"Cochabamba Governor Election Winner (Bolivia)","","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:15AM-11:30AM ET","","","",""
"Will France, UK, or Germany strike Iran by February 28?","","","","","","","","","","","","Ethereum Up or Down - January 29, 11:15AM-11:30AM ET","","","",""
"Castilla y Leon Regional Election Winner","","","","","","","","","","","","Solana Up or Down - January 29, 11:00AM-11:15AM ET","","","",""
"Aragon Regional Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 11:00AM-11:15AM ET","","","",""
"SCOTUS lets Trump fire FTC commissioners in Trump v. Slaughter?","","","","","","","","","","","","Ethereum Up or Down - January 29, 11:00AM-11:15AM ET","","","",""
"Trump deploys active duty troops to Minnesota by Jan 31?","","","","","","","","","","","","XRP Up or Down - January 29, 11:00AM-11:15AM ET","","","",""
"Will ai be charged with a crime before 2027?","","","","","","","","","","","","Ethereum Up or Down - January 29, 10:45AM-11:00AM ET","","","",""
"Pedro Sánchez out as PM of Spain by...?","","","","","","","","","","","","Solana Up or Down - January 29, 10:45AM-11:00AM ET","","","",""
"Montana Democratic Senate Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 10:45AM-11:00AM ET","","","",""
"Rhode Island Republican Senate Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10:45AM-11:00AM ET","","","",""
"Idaho Republican Senate Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 10am ET","","","",""
"South Carolina Democratic Senate Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 10am ET","","","",""
"Mississippi Democratic Senate Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 10am ET","","","",""
"2026 Gyeonggi Province Gubernatorial Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10am ET","","","",""
"Iowa Republican Senate Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 9am ET","","","",""
"Iowa Democratic Senate Primary Winner","","","","","","","","","","","","Solana Up or Down - January 29, 9am ET","","","",""
"Illinois Republican Senate Primary Winner","","","","","","","","","","","","Ethereum Up or Down - January 29, 9am ET","","","",""
"Illinois Democratic Senate Primary Winner","","","","","","","","","","","","Bitcoin Up or Down - January 29, 9am ET","","","",""
"Texas Democratic Senate Primary Winner","","","","","","","","","","","","XRP Up or Down - January 29, 8am ET","","","",""
"Will a US ally get a nuke before 2027?","","","","","","","","","","","","Solana Up or Down - January 30, 8am ET","","","",""
"How many different countries will the US strike in 2026?","","","","","","","","","","","","XRP Up or Down - January 30, 8am ET","","","",""
"How many different countries will Israel strike in 2026?","","","","","","","","","","","","Ethereum Up or Down - January 30, 8am ET","","","",""
"What will Trump say in February?","","","","","","","","","","","","Bitcoin Up or Down - January 30, 8am ET","","","",""
"Ilhan Omar federally charged by March 31?","","","","","","","","","","","","Bitcoin ETF Flows on January 30?","","","",""
"Ilhan Omar town hall attack staged?","","","","","","","","","","","","XRP Up or Down - January 30, 7am ET","","","",""
"Taliban blackmail of D.C. shooter confirmed by March 31?","","","","","","","","","","","","Solana Up or Down - January 30, 7am ET","","","",""
"Will Russia enter Dobropillia by January 31?","","","","","","","","","","","","Ethereum Up or Down - January 30, 7am ET","","","",""
"Will Russia enter Druzkhivka by January 31?","","","","","","","","","","","","Bitcoin Up or Down - January 30, 7am ET","","","",""
"Who will Petr Yan fight next?","","","","","","","","","","","","XRP Up or Down - January 30, 5am ET","","","",""
"Who will Merab Dvalishivili fight next?","","","","","","","","","","","","Solana Up or Down - January 30, 5am ET","","","",""
"Another US government shutdown & House Winner 2026?","","","","","","","","","","","","Ethereum Up or Down - January 30, 5am ET","","","",""
"ACA credits extended & House Winner 2026?","","","","","","","","","","","","Bitcoin Up or Down - January 30, 5am ET","","","",""
"Honduras presidential election annulled by February 28?","","","","","","","","","","","","XRP Up or Down - January 30, 4am ET","","","",""
"How many different countries will the US strike in January?","","","","","","","","","","","","Solana Up or Down - January 30, 4am ET","","","",""
"Trove founder arrested by March 31?","","","","","","","","","","","","Ethereum Up or Down - January 30, 4am ET","","","",""
"How many different countries will Israel strike in February?","","","","","","","","","","","","Bitcoin Up or Down - January 30, 4am ET","","","",""
"Who will Trump talk to in Februrary?","","","","","","","","","","","","XRP Up or Down - January 30, 3am ET","","","",""
"Who will Trump meet with in February?","","","","","","","","","","","","Solana Up or Down - January 30, 3am ET","","","",""
"Putin out as President of Russia by end of 2026?","","","","","","","","","","","","Ethereum Up or Down - January 30, 3am ET","","","",""
"Democratic Presidential Nominee 2028","","","","","","","","","","","","Bitcoin Up or Down - January 30, 3am ET","","","",""
"Xi Jinping out before 2027?","","","","","","","","","","","","XRP Up or Down - January 30, 2am ET","","","",""
"Marseille Mayoral Election Winner","","","","","","","","","","","","Solana Up or Down - January 30, 2am ET","","","",""
"Nothing Ever Happens: Jerome Powell Edition","","","","","","","","","","","","Ethereum Up or Down - January 30, 2am ET","","","",""
"Nothing Ever Happens: Iran Strike Edition","","","","","","","","","","","","Bitcoin Up or Down - January 30, 2am ET","","","",""
"Dutch House of Representatives dissolved in 2026?","","","","","","","","","","","","XRP Up or Down - January 30, 1am ET","","","",""
"John Daghita arrested by March 31?","","","","","","","","","","","","Solana Up or Down - January 30, 1am ET","","","",""
"How many times will the US strike Somalia in February?","","","","","","","","","","","","Ethereum Up or Down - January 30, 1am ET","","","",""
"US government funding lapse on January 31?","","","","","","","","","","","","Bitcoin Up or Down - January 30, 1am ET","","","",""
"Will the RSF capture El Obeid by January 31?","","","","","","","","","","","","XRP Up or Down - January 30, 12am ET","","","",""
"Will the RSF capture Khartoum by June 30?","","","","","","","","","","","","Solana Up or Down - January 30, 12am ET","","","",""
"Will the RSF capture Dilling by January 31?","","","","","","","","","","","","Ethereum Up or Down - January 30, 12am ET","","","",""
"AK-AL House Election Winner","","","","","","","","","","","","Bitcoin Up or Down - January 30, 12am ET","","","",""
"Assam Legislative Assembly Election Winner","","","","","","","","","","","","XRP Up or Down - January 29, 11pm ET","","","",""
"Will Trump acquire Greenland before 2027?","","","","","","","","","","","","Solana Up or Down - January 29, 11pm ET","","","",""
"Nothing Ever Happens: Israel Edition","","","","","","","","","","","","Ethereum Up or Down - January 29, 11pm ET","","","",""
"Nothing Ever Happens: Elon Edition","","","","","","","","","","","","Bitcoin Up or Down - January 29, 11pm ET","","","",""
"Will Trump meet with Delcy Rodríguez by...?","","","","","","","","","","","","XRP Up or Down - January 29, 10pm ET","","","",""
"Presidential Election Winner 2028","","","","","","","","","","","","Solana Up or Down - January 29, 10pm ET","","","",""
"Greg Bovino fired/resigns by March 31?","","","","","","","","","","","","Ethereum Up or Down - January 29, 10pm ET","","","",""
"Nikita Bier out as Head of Product at X by March 31?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 10pm ET","","","",""
"Eric Adams charged by December 31?","","","","","","","","","","","","XRP Up or Down - January 29, 9pm ET","","","",""
"Netanyahu arrested by March 31?","","","","","","","","","","","","Solana Up or Down - January 29, 9pm ET","","","",""
"Will Netanyahu visit NYC by March 31?","","","","","","","","","","","","Ethereum Up or Down - January 29, 9pm ET","","","",""
"Any country withdraws from EU before 2027?","","","","","","","","","","","","Bitcoin Up or Down - January 29, 9pm ET","","","",""
"EU dissolves before 2027?","","","","","","","","","","","","XRP Up or Down - January 29, 8pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 8pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 8pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 8pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 7pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 7pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 7pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 7pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 6pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 6pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 6pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 6pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 5pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 5pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 5pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 5pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 4pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 4pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 4pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 4pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 3pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 3pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 3pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 3pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 2pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 2pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 2pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 2pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 1pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 1pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 1pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 1pm ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - January 29, 12pm ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - January 29, 12pm ET","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - January 29, 12pm ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - January 29, 12pm ET","","","",""
"","","","","","","","","","","","","Tria FDV above ___ one day after launch?","","","",""
"","","","","","","","","","","","","Octra FDV above ___ one day after launch?","","","",""
"","","","","","","","","","","","","Trove founder arrested by March 31?","","","",""
"","","","","","","","","","","","","HUDL FDV above ___ one day after launch?","","","",""
"","","","","","","","","","","","","Will Felix Protocol launch a token by ___ ?","","","",""
"","","","","","","","","","","","","Will Ostium launch a token by ___ ?","","","",""
"","","","","","","","","","","","","Will Base launch a token by ___ ?","","","",""
"","","","","","","","","","","","","Will MetaMask launch a token by ___ ?","","","",""
"","","","","","","","","","","","","Will Infinex launch a token by ___ ?","","","",""
"","","","","","","","","","","","","MegaETH airdrop by...?","","","",""
"","","","","","","","","","","","","MegaETH market cap (FDV) one day after launch?","","","",""
"","","","","","","","","","","","","Paradex FDV above ___ one day after launch?","","","",""
"","","","","","","","","","","","","Will Trove refund ICO participants?","","","",""
"","","","","","","","","","","","","Unit FDV above ___ one day after launch?","","","",""
"","","","","","","","","","","","","Dreamcash FDV above ___ one day after launch?","","","",""
"","","","","","","","","","","","","XRP above ___ on February 3?","","","",""
"","","","","","","","","","","","","XRP price on February 3?","","","",""
"","","","","","","","","","","","","Solana above ___ on February 3?","","","",""
"","","","","","","","","","","","","Solana price on February 3?","","","",""
"","","","","","","","","","","","","Bitcoin above ___ on February 3?","","","",""
"","","","","","","","","","","","","Ethereum price on February 3?","","","",""
"","","","","","","","","","","","","Ethereum above ___ on February 3?","","","",""
"","","","","","","","","","","","","Ethereum ETF Flows on January 29?","","","",""
"","","","","","","","","","","","","Bitcoin ETF Flows on January 29?","","","",""
"","","","","","","","","","","","","Ethereum Up or Down - December 19, 12:05PM-12:10PM ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - December 19, 12:05PM-12:10PM ET","","","",""
"","","","","","","","","","","","","XRP Up or Down - December 19, 12:05PM-12:10PM ET","","","",""
"","","","","","","","","","","","","Bitcoin Up or Down - December 19, 12:05PM-12:10PM ET","","","",""
"","","","","","","","","","","","","Solana Up or Down - December 19, 12:00PM-12:05PM ET","","","",""
